,Location ID,City,City Area,Area,Name,Address,Latitude,Longitude,Rating,Total Reviews,Place ID,Google Maps URL,full_location
112,LOC_1,Chennai,GNT Road,GNT Road,Naturals Salon,"No 339, Pudhu Nagar, near Aadhiparasakthi tempel, Main Rd, opposite Guru gas Agency, MKB Nagar, Mahakavi Bharathi Nagar, Vyasarpadi, Tamil Nadu 600039, India",13.1232124,80.2592734,4.8,741,ChIJ909Y1HVlUjoRT-MgvG5aStY,https://www.google.com/maps/place/?q=place_id:ChIJ909Y1HVlUjoRT-MgvG5aStY,Chennai GNT RoadNaturals Salon
114,LOC_3,Chennai,GNT Road,GNT Road,Naturals Salon,"Plot No 8 & 8A, 80 Feet Road, Kumaran Nagar, opp. Sai Baba Temple, Peravallur, Chennai, Tamil Nadu 600082, India",13.1251688,80.2257374,4.8,1533,ChIJbUkNQwBlUjoR0qQ-1wvLbHo,https://www.google.com/maps/place/?q=place_id:ChIJbUkNQwBlUjoR0qQ-1wvLbHo,Chennai GNT RoadNaturals Salon
117,LOC_6,Chennai,GNT Road,GNT Road,Naturals Unisex Salon - Kodungaiyur,"Ground Floor, Old No.12, New No.11 SIDCO Avenue Main Road, Vivekanda Nagar Opp EB police Station, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1313259,80.2564685,4.8,1721,ChIJq6hx7XRlUjoRRQ2pAsXZ5Mk,https://www.google.com/maps/place/?q=place_id:ChIJq6hx7XRlUjoRRQ2pAsXZ5Mk,Chennai GNT RoadNaturals Unisex Salon - Kodungaiyur
118,LOC_7,Chennai,GNT Road,GNT Road,Naturals Salon,"570, Thiruvottiyur High Rd, near Union Bank, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.1201765,80.28563690000001,4.6,1317,ChIJ9fR8WHpvUjoRK_aW3-6gSpA,https://www.google.com/maps/place/?q=place_id:ChIJ9fR8WHpvUjoRK_aW3-6gSpA,Chennai GNT RoadNaturals Salon
120,LOC_9,Chennai,GNT Road,GNT Road,Naturals Salon,"phase 2, Spencer Plaza Mall, No F37A, 1st Floor, opposite Zudio Show Room, Anna Salai, Triplicane, Chennai, Tamil Nadu 600002, India",13.0614002,80.2611146,4.5,270,ChIJIR7Fkg5nUjoR6YD26Sw1RkM,https://www.google.com/maps/place/?q=place_id:ChIJIR7Fkg5nUjoR6YD26Sw1RkM,Chennai GNT RoadNaturals Salon
121,LOC_10,Chennai,GNT Road,GNT Road,Naturals Signature Salon,"52 A, Gangadeeshwar Koil St, above Couture / Clove Dental, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.082393,80.2543354,4.8,469,ChIJV-KSc0JlUjoRkVw2r3J82-c,https://www.google.com/maps/place/?q=place_id:ChIJV-KSc0JlUjoRkVw2r3J82-c,Chennai GNT RoadNaturals Signature Salon
123,LOC_1,Chennai,Guduvancherry,Guduvancherry,Naturals Salon,"No. 1, MSM Nagar, Nellikuppam Rd, above Sriram Supermarket, Pankaja Ammal Nagar, Nandhivaram, Guduvancheri, Tamil Nadu 603202, India",12.8321819,80.0705337,4.8,2332,ChIJUeZzJcP3UjoRPBeWGO4ikRY,https://www.google.com/maps/place/?q=place_id:ChIJUeZzJcP3UjoRPBeWGO4ikRY,Chennai GuduvancherryNaturals Salon
126,LOC_3,Chennai,Hastinapuram,Hastinapuram,Naturals Salon,"H.NO-8, Sree Homes, 7-91/17/1, Nagarjuna Sagar Rd, Padmavathi Nagar, Laxmi Narashima Puram Colony, Hastinapuram, Hyderabad, Telangana 500079, India",17.327752,78.5554382,4.0,336,ChIJmdJJTgWiyzsR44bV7nUphmQ,https://www.google.com/maps/place/?q=place_id:ChIJmdJJTgWiyzsR44bV7nUphmQ,Chennai HastinapuramNaturals Salon
131,LOC_1,Chennai,Iyyappanthangal,Iyyappanthangal,Naturals Salon,"1st Flr, 1/445, near, Poonamallee High Road, opposite Sri Ramachandra Medical College, above KFC, Venugopal Nagar, Iyyappanthangal, Chennai, Tamil Nadu 600056, India",13.0367775,80.1405127,4.8,2021,ChIJHeNgJaphUjoRIu6Rjiq_An4,https://www.google.com/maps/place/?q=place_id:ChIJHeNgJaphUjoRIu6Rjiq_An4,Chennai IyyappanthangalNaturals Salon
142,LOC_10,Chennai,Jayasamy Nagar,Jayasamy Nagar,Naturals Salon,"1, 1st Cross Street Baby Nagar, Seshadripuram, Velachery, Chennai, Tamil Nadu 600042, India",12.9807477,80.2293071,4.6,1880,ChIJNTtp3wxdUjoRpV-L4cf8_9M,https://www.google.com/maps/place/?q=place_id:ChIJNTtp3wxdUjoRpV-L4cf8_9M,Chennai Jayasamy NagarNaturals Salon
143,LOC_1,Chennai,K.K Nagar,K.K Nagar,Naturals Salon,"No 886/A, Munusamy Salai, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.0406031,80.1932456,4.8,1677,ChIJG9T94tNmUjoRE-x9qtBwTxY,https://www.google.com/maps/place/?q=place_id:ChIJG9T94tNmUjoRE-x9qtBwTxY,Chennai K.K NagarNaturals Salon
144,LOC_2,Chennai,K.K Nagar,K.K Nagar,Naturals Salon,"455, RK Shanmugam Salai, near KM Hospital, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.0377536,80.2012653,4.5,422,ChIJ5agNedlmUjoRP6QndZjlS3w,https://www.google.com/maps/place/?q=place_id:ChIJ5agNedlmUjoRP6QndZjlS3w,Chennai K.K NagarNaturals Salon
145,LOC_1,Chennai,Old Mahabalipuram Road,Kandanchavadi Omr,Naturals Signature Salon,"397, Rajiv Gandhi Salai, near Oppo Service centre, Nehru Nagar, Perungudi, Chennai, Tamil Nadu 600096, India",12.9724865,80.2498949,4.6,1736,ChIJZ_Xr7WtdUjoRLxXdlHGkIDs,https://www.google.com/maps/place/?q=place_id:ChIJZ_Xr7WtdUjoRLxXdlHGkIDs,Chennai Kandanchavadi OmrNaturals Signature Salon
146,LOC_2,Chennai,Old Mahabalipuram Road,Kandanchavadi Omr,Naturals Signature perungudi,"74, Church Rd, above Nilgiris Super Market, Phase-1, Tirumalal Nagar, Perungudi, Chennai, Tamil Nadu 600096, India",12.9617425,80.2434612,4.7,375,ChIJGU34ybRdUjoRsa1guJtq2Sw,https://www.google.com/maps/place/?q=place_id:ChIJGU34ybRdUjoRsa1guJtq2Sw,Chennai Kandanchavadi OmrNaturals Signature perungudi
147,LOC_1,Chennai,Karapakkam,Karapakkam,Naturals Salon,"No 2, Rajiv Gandhi Salai, next to Apollo Hospital, Karapakkam, Chennai, Tamil Nadu 600097, India",12.9148251,80.22965049999999,4.7,3744,ChIJAysjLGJcUjoRmOmK1pC5Vqw,https://www.google.com/maps/place/?q=place_id:ChIJAysjLGJcUjoRmOmK1pC5Vqw,Chennai KarapakkamNaturals Salon
149,LOC_2,Chennai,Karayanchavadi,Karayanchavadi,Naturals Salon & Spa Poonamallee,"35 Trunk road, Poonamallee, Chennai, Tamil Nadu 600056, India",13.0502767,80.0916827,4.1,518,ChIJr0N25HKKUjoRUOycZC_YKkQ,https://www.google.com/maps/place/?q=place_id:ChIJr0N25HKKUjoRUOycZC_YKkQ,Chennai KarayanchavadiNaturals Salon & Spa Poonamallee
150,LOC_1,Chennai,Kattupakkam,Kattupakkam,Naturals Salon,"New No 12, AJ Complex, No 2, near Nagathaman Kovil, Pushpa Nagar, Kattupakkam, Chennai, Tamil Nadu 600056, India",13.0429957,80.1226944,4.6,1187,ChIJRefyJVBhUjoRce_U1r7kspQ,https://www.google.com/maps/place/?q=place_id:ChIJRefyJVBhUjoRce_U1r7kspQ,Chennai KattupakkamNaturals Salon
154,LOC_1,Chennai,Keelkattalai,Keelkattalai,Naturals Salon,"Duraisamy Nagar, Keelkattalai, Chennai, Tamil Nadu 600117, India",12.9537654,80.18674039999999,4.4,838,ChIJy4YLHXheUjoRbX8EdgC2VFQ,https://www.google.com/maps/place/?q=place_id:ChIJy4YLHXheUjoRbX8EdgC2VFQ,Chennai KeelkattalaiNaturals Salon
155,LOC_1,Chennai,Kilpauk,Kilpauk,Naturals Signature Salon,"No. 76, New No. 52, First Floor, Sreerosh Renaissance, near HDFC Bank building, Agasthiya Nagar, Thandavaraya, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0812238,80.23336619999999,4.9,556,ChIJf3bHez9lUjoRdS3jwNWDEvw,https://www.google.com/maps/place/?q=place_id:ChIJf3bHez9lUjoRdS3jwNWDEvw,Chennai KilpaukNaturals Signature Salon
166,LOC_1,Chennai,Kodabakkam,Kodabakkam,Naturals salon,"32, Arcot Rd, above Mcrennett, United India Colony, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0536706,80.2265833,4.8,1543,ChIJv44gOPJmUjoRV6Gi1GZQOhs,https://www.google.com/maps/place/?q=place_id:ChIJv44gOPJmUjoRV6Gi1GZQOhs,Chennai KodabakkamNaturals salon
168,LOC_1,Chennai,Kolathur,"Kolathur, Ambedkar Naga",Naturals Salon,"1st Floor, 9, 200 Feet Road, near Temple School, Ambedkar Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1261842,80.2073025,4.8,889,ChIJdUIn2uNlUjoRT23jU-onTwM,https://www.google.com/maps/place/?q=place_id:ChIJdUIn2uNlUjoRT23jU-onTwM,"Chennai Kolathur, Ambedkar NagaNaturals Salon"
169,LOC_2,Chennai,Kolathur,"Kolathur, Ambedkar Naga",Naturals Salon,"28, Secretariat Colony 1st St, near Secretariat Colony, Secretariat Nagar, Vinayakapuram, Kolathur, Chennai, Tamil Nadu 600099, India",13.135679,80.20971440000001,4.5,1081,ChIJgXiVF_NkUjoRVOfgDiCNE6I,https://www.google.com/maps/place/?q=place_id:ChIJgXiVF_NkUjoRVOfgDiCNE6I,"Chennai Kolathur, Ambedkar NagaNaturals Salon"
170,LOC_3,Chennai,Kolathur,"Kolathur, Ambedkar Naga",Naturals Salon,"1st Floor, No 20 &amp, 21, Murugan Kovil St, opposite Indian Bank, Vivekananda Nagar, Senthil Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1254113,80.2014471,4.9,656,ChIJ2dT-eERlUjoR_5wOcsFcib4,https://www.google.com/maps/place/?q=place_id:ChIJ2dT-eERlUjoR_5wOcsFcib4,"Chennai Kolathur, Ambedkar NagaNaturals Salon"
172,LOC_5,Chennai,Kolathur,"Kolathur, Ambedkar Naga",Naturals Salon,"Plot No H 15, Central Ave, above Shri Ganesh Bhavan Hotel, Periyar Nagar, Venkatraman Nagar, Korattur, Chennai, Tamil Nadu 600080, India",13.1078513,80.18475579999999,4.8,1616,ChIJXedKXYljUjoRYIGICYgbBdM,https://www.google.com/maps/place/?q=place_id:ChIJXedKXYljUjoRYIGICYgbBdM,"Chennai Kolathur, Ambedkar NagaNaturals Salon"
183,LOC_1,Chennai,Kottivakkam,Kottivakkam,Naturals Signature Salon,"No.1, 2 223, above UNION BANK OF INDIA, Karpagambal Nagar, Kottivakkam, Chennai, Tamil Nadu 600041, India",12.9732157,80.2584181,4.8,3822,ChIJkZqNtEZdUjoRNidYNEyXDWw,https://www.google.com/maps/place/?q=place_id:ChIJkZqNtEZdUjoRNidYNEyXDWw,Chennai KottivakkamNaturals Signature Salon
185,LOC_1,Chennai,Kovilambakkam,Kovilambakkam,Naturals Salon,"No: 4/15, 2nd Floor, 200 FT Radial Road, 10th, Cross Street, S.Kolathur, Viduthalai Nagar, Kovilambakkam, Chennai, Tamil Nadu 600129, India",12.9481948,80.1996549,4.2,1106,ChIJweNq4s1dUjoRi2mnDw2Ij4A,https://www.google.com/maps/place/?q=place_id:ChIJweNq4s1dUjoRi2mnDw2Ij4A,Chennai KovilambakkamNaturals Salon
186,LOC_2,Chennai,Kovilambakkam,Kovilambakkam,Naturals Salon,"188, 231, Velachery Rd, near Sai Sarovar Venture, Pallikaranai, Chengalpattu, Chennai, Tamil Nadu 600100, India",12.9360301,80.2042724,4.8,2079,ChIJiyon-K1dUjoRtPaJT09Wb7g,https://www.google.com/maps/place/?q=place_id:ChIJiyon-K1dUjoRtPaJT09Wb7g,Chennai KovilambakkamNaturals Salon
187,LOC_3,Chennai,Kovilambakkam,Kovilambakkam,Naturals Salon,"No 1/92A, Medavakkam Main Rd, above City Union Bank, Nanmangalam, Chennai, Tamil Nadu 600129, India",12.9418847,80.1826525,4.9,121,ChIJT1EkJhZfUjoRTl_050zJUP0,https://www.google.com/maps/place/?q=place_id:ChIJT1EkJhZfUjoRTl_050zJUP0,Chennai KovilambakkamNaturals Salon
188,LOC_4,Chennai,Kovilambakkam,Kovilambakkam,Naturals Salon,"32, 2nd Floor, Bazaar Road, James St, Ram Nagar, Madipakkam, Chennai, Tamil Nadu 600091, India",12.9651675,80.2079899,4.9,1196,ChIJTcPgaMZdUjoR0CTDJwMc9sU,https://www.google.com/maps/place/?q=place_id:ChIJTcPgaMZdUjoR0CTDJwMc9sU,Chennai KovilambakkamNaturals Salon
190,LOC_6,Chennai,Kovilambakkam,Kovilambakkam,Naturals Signature Salon,"DRA 90 Degrees, Commercial Space, 1st floor 7/1B3, 200 Feet Pallavaram, Pallavaram-Thuraipakkam Rd, Kovilambakkam, Kanchipuram, Tamil Nadu 600129, India",12.9493125,80.1889135,0.0,0,ChIJ79GwTe9dUjoRA2pcSzo7dMM,https://www.google.com/maps/place/?q=place_id:ChIJ79GwTe9dUjoRA2pcSzo7dMM,Chennai KovilambakkamNaturals Signature Salon
192,LOC_1,Chennai,Kundrathur,Kundrathur,Naturals Salon,"No 158 &amp, 68, Bazaar St, Kundrathur, Kanchipuram, Tamil Nadu 600069, India",12.9995163,80.09725089999999,4.9,1197,ChIJ5SIETnSLUjoRUF_5WWtEtt8,https://www.google.com/maps/place/?q=place_id:ChIJ5SIETnSLUjoRUF_5WWtEtt8,Chennai KundrathurNaturals Salon
193,LOC_2,Chennai,Kundrathur,Kundrathur,Naturals Salon,"5/214, Kundrathur Main Rd, Rajiv Gandhi Nagar, Moulivakkam, Chennai, Tamil Nadu 600116, India",13.0191528,80.1424103,4.6,477,ChIJYZa1DVhgUjoRcBiCa4pApyE,https://www.google.com/maps/place/?q=place_id:ChIJYZa1DVhgUjoRcBiCa4pApyE,Chennai KundrathurNaturals Salon
194,LOC_3,Chennai,Kundrathur,Kundrathur,Naturals Salon,"Thulasi Doss Nagar, No 33, Kundrathur Main Road, Astha Lakshmi Nagar, Kumananchavadi, Poonamallee, Chennai, Tamil Nadu 600056, India",13.0395044,80.1134924,4.7,1123,ChIJZdX-Eu5hUjoRgkNQxEBESEg,https://www.google.com/maps/place/?q=place_id:ChIJZdX-Eu5hUjoRgkNQxEBESEg,Chennai KundrathurNaturals Salon
198,LOC_7,Chennai,Kundrathur,Kundrathur,Naturals Salon,"No 156, Niranjan Square, Mount Poonamallee Rd, Lakshmi Nagar, Porur, Chennai, Tamil Nadu 600116, India",13.0334705,80.1616523,4.7,960,ChIJ222z60lhUjoR5mjtxNVXboo,https://www.google.com/maps/place/?q=place_id:ChIJ222z60lhUjoR5mjtxNVXboo,Chennai KundrathurNaturals Salon
200,LOC_9,Chennai,Kundrathur,Kundrathur,Naturals Salon,"32A Kamarajar, Nehru Nedunchalai, above Indian Bank, New Perungalathur, Chennai, Tamil Nadu 600063, India",12.9051863,80.09334439999999,4.8,2025,ChIJadpDL731UjoRjsUoPGRcFNs,https://www.google.com/maps/place/?q=place_id:ChIJadpDL731UjoRjsUoPGRcFNs,Chennai KundrathurNaturals Salon
207,LOC_2,Chennai,Madipakkam,Madipakkam,Naturals Salon,"20, Rajeshwari Nagar Main Rd, Balaji Nagar, Puzhuthivakkam, Ponnusamy Nagar, Perumal, Chennai, Tamil Nadu 600091, India",12.9737425,80.1916201,4.7,1102,ChIJGzLiouNdUjoRDozTmVh2BVM,https://www.google.com/maps/place/?q=place_id:ChIJGzLiouNdUjoRDozTmVh2BVM,Chennai MadipakkamNaturals Salon
211,LOC_1,Chennai,Maraimalai Nagar,Maraimalai Nagar,Naturals Salon,"51 HIG Vallal Mgr Salai, Grand Southern Trunk Rd, NH-1, Maraimalai Nagar, Tamil Nadu 603209, India",12.7966626,80.02168429999999,4.7,3025,ChIJZUlr3-L5UjoRTB7pO8UsaFs,https://www.google.com/maps/place/?q=place_id:ChIJZUlr3-L5UjoRTB7pO8UsaFs,Chennai Maraimalai NagarNaturals Salon
212,LOC_1,Chennai,Medavakkam,Medavakkam,Naturals Salon,"No 7, Velachery Rd, opposite Nilgiris Super Market, United Colony, Vengaivasal, Medavakkam, Chennai, Tamil Nadu 600100, India",12.9184288,80.1886943,4.5,1030,ChIJWd8PJh9cUjoRsPVjWNl2llg,https://www.google.com/maps/place/?q=place_id:ChIJWd8PJh9cUjoRsPVjWNl2llg,Chennai MedavakkamNaturals Salon
214,LOC_3,Chennai,Medavakkam,Medavakkam,Naturals Salon,"Plot No 22, Indira Priyadarshini Nagar Kailash Nagar, near Hospital Road, Junction, Perumbakkam, Chennai, Tamil Nadu 600100, India",12.9036775,80.20774469999999,4.4,1721,ChIJ238xNXNcUjoRtIIw8MTQSOI,https://www.google.com/maps/place/?q=place_id:ChIJ238xNXNcUjoRtIIw8MTQSOI,Chennai MedavakkamNaturals Salon
216,LOC_5,Chennai,Medavakkam,Medavakkam,Naturals Sithalapakkam,"No 197A, 1st Floor, TNHB Colony, Mambakkam - Medavakkam Main Rd, opposite ICICI Bank, Sithalapakkam, Mambakkam, Chennai, Tamil Nadu 600126, India",12.8920011,80.17759219999999,4.7,1726,ChIJs2DV8q9ZUjoR4pa3jpflOGE,https://www.google.com/maps/place/?q=place_id:ChIJs2DV8q9ZUjoR4pa3jpflOGE,Chennai MedavakkamNaturals Sithalapakkam
219,LOC_1,Chennai,Mogaippar,Mogaippar - Eri Scheme,Naturals Salon,"No B20, 1st Floor, Church Rd, opposite Ellahi Super Market, Mogappair Industrial Estate, Mogappair Eri Scheme, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0760351,80.1813142,4.9,327,ChIJlW5oj6BhUjoRQyENc721zc8,https://www.google.com/maps/place/?q=place_id:ChIJlW5oj6BhUjoRQyENc721zc8,Chennai Mogaippar - Eri SchemeNaturals Salon
221,LOC_3,Chennai,Mogaippar,Mogaippar - Eri Scheme,Naturals Salon,"AGP Saantham Building, 4/750, 4th Block, Mogappair West, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037, India",13.0817156,80.1677447,4.5,1379,ChIJEVxstt9jUjoRmQFQklMrCpM,https://www.google.com/maps/place/?q=place_id:ChIJEVxstt9jUjoRmQFQklMrCpM,Chennai Mogaippar - Eri SchemeNaturals Salon
222,LOC_4,Chennai,Mogaippar,Mogaippar - Eri Scheme,Naturals Salon,"No: 113, Vellalar St, next to Sbi Bank, Paneer Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0851487,80.1747146,4.4,583,ChIJJ-9f2-RjUjoRRvuFHHJ9c0A,https://www.google.com/maps/place/?q=place_id:ChIJJ-9f2-RjUjoRRvuFHHJ9c0A,Chennai Mogaippar - Eri SchemeNaturals Salon
231,LOC_2,Chennai,Moulivakkam,Moulivakkam,Naturals Salon,"No 1, 1st Floor, Thirupurasundari Avenue, Mugalivakkam Main Rd, Subbiah Nagar, Thiripurasundari Avenue, Mugalivakkam, Chennai, Tamil Nadu 600125, India",13.0217831,80.1531722,4.9,985,ChIJXfh6HY9hUjoREBOBIWU-0GY,https://www.google.com/maps/place/?q=place_id:ChIJXfh6HY9hUjoREBOBIWU-0GY,Chennai MoulivakkamNaturals Salon
237,LOC_6,Chennai,Mudichur,Mudichur,Naturals Signature Salon,"Raymonds Shop, AVICHI HIGHER SECONDARY SCHOOL, No.87, Arcot Rd, AVM Nagar, Saligramam, Chennai, Tamil Nadu 600093, India",13.0475892,80.1964168,4.8,2814,ChIJodImr89mUjoRSoZ_fAJu18I,https://www.google.com/maps/place/?q=place_id:ChIJodImr89mUjoRSoZ_fAJu18I,Chennai MudichurNaturals Signature Salon
240,LOC_9,Chennai,Mudichur,Mudichur,Naturals Salon,"1st Floor, 3/192A, East Coast Rd, opposite Church, Mahatma Gandhi Nagar, Vettuvankeni, Chennai, Tamil Nadu 600115, India",12.9388093,80.2526082,4.8,573,ChIJHXQ-vnRdUjoRQHyiWkGAa3U,https://www.google.com/maps/place/?q=place_id:ChIJHXQ-vnRdUjoRQHyiWkGAa3U,Chennai MudichurNaturals Salon
248,LOC_1,Chennai,Mylapore,Mylapore,Naturals Signature Salon radha krishnan salai,"2nd Floor, 36, Dr Radha Krishnan Salai, Sullivan Garden, Mylapore, Chennai, Tamil Nadu 600004, India",13.0443041,80.2666764,4.6,1317,ChIJIc_tNi5mUjoRx4Cp4l1o9RI,https://www.google.com/maps/place/?q=place_id:ChIJIc_tNi5mUjoRx4Cp4l1o9RI,Chennai MylaporeNaturals Signature Salon radha krishnan salai
250,LOC_3,Chennai,Mylapore,Mylapore,Naturals Salon,"SN 112/220, 1st Flr, Ramakrishna Mutt Rd Tiruchanur Tiruchanur, Sankarapuram, Mylapore, Chennai, Tamil Nadu 600004, India",13.0322273,80.2671606,4.8,240,ChIJYZbz09JnUjoR_64SC_bUiFM,https://www.google.com/maps/place/?q=place_id:ChIJYZbz09JnUjoR_64SC_bUiFM,Chennai MylaporeNaturals Salon
252,LOC_1,Chennai,Nanganallur,Nanganallur,Naturals Salon,"No B82, 2nd Floor, Jagadamba Complex, M.G.R. Rd, near Vetrivel Theater, Hindu Colony, Nanganallur, Chennai, Tamil Nadu 600061, India",12.9767394,80.1833296,4.8,2320,ChIJ76BAHwZeUjoRZfig6Gu7jYI,https://www.google.com/maps/place/?q=place_id:ChIJ76BAHwZeUjoRZfig6Gu7jYI,Chennai NanganallurNaturals Salon
255,LOC_1,Chennai,Neelankarai,Neelankarai,Naturals Salon & Spa Neelankarai,"2nd floor, pnb & yes bank, Manjula Complex, 14, SH 49, above to, Saraswathy Nagar North, Neelankarai, Chennai, Tamil Nadu 600041, India",12.9520182,80.2551613,4.4,356,ChIJs9Z-4CFdUjoRS4zx23zLqGo,https://www.google.com/maps/place/?q=place_id:ChIJs9Z-4CFdUjoRS4zx23zLqGo,Chennai NeelankaraiNaturals Salon & Spa Neelankarai
259,LOC_1,Chennai,Nookampalayam,Nookampalayam,Naturals Signature Salon,"1, Sristi Arcade, Sristi First Avenue, Cheran Nagar, Perumbakkam, Chennai, Tamil Nadu 600100, India",12.8962646,80.19810849999999,4.8,458,ChIJ5dJscNpbUjoRxlwAVwOEggE,https://www.google.com/maps/place/?q=place_id:ChIJ5dJscNpbUjoRxlwAVwOEggE,Chennai NookampalayamNaturals Signature Salon
263,LOC_2,Chennai,Old Mahabalipuram Road,Old Mahabalipuram Road Karapakkam,Naturals Salon,"2nd floor, No: 637/2, Old Mamallapuram Rd, above Nilgiris, opposite Hindustan Engineering College, Kanchipuram, Padur, Tamil Nadu 603103, India",12.8039416,80.22361579999999,4.5,1739,ChIJTxjUBoNQUjoRcJGk9IRo_eA,https://www.google.com/maps/place/?q=place_id:ChIJTxjUBoNQUjoRcJGk9IRo_eA,Chennai Old Mahabalipuram Road KarapakkamNaturals Salon
264,LOC_3,Chennai,Old Mahabalipuram Road,Old Mahabalipuram Road Karapakkam,Naturals Salon,"PTC, Bus Stop, 4 690, Rajiv Gandhi Salai, Chandrasekhar Avenue, Chennai, Thoraipakkam, Tamil Nadu 600097, India",12.9336606,80.2325268,4.4,1555,ChIJu2pBXv5cUjoRJ71srztNebM,https://www.google.com/maps/place/?q=place_id:ChIJu2pBXv5cUjoRJ71srztNebM,Chennai Old Mahabalipuram Road KarapakkamNaturals Salon
265,LOC_4,Chennai,Old Mahabalipuram Road,Old Mahabalipuram Road Karapakkam,Naturals Salon,"No 2/62, New Pushpa Navin Complex, OMR Rd, above Shree Gupta Bhavan, Navalur, Chennai, Tamil Nadu 603103, India",12.8475503,80.226959,4.7,3508,ChIJp4gXqlZaUjoR0qOHmTRnuOg,https://www.google.com/maps/place/?q=place_id:ChIJp4gXqlZaUjoR0qOHmTRnuOg,Chennai Old Mahabalipuram Road KarapakkamNaturals Salon
266,LOC_5,Chennai,Old Mahabalipuram Road,Old Mahabalipuram Road Karapakkam,Naturals Salon,"2nd Floor, Rajiv Gandhi Salai, No 1/4, Old Mamallapuram Rd, above AP Super Market, Kittu Nagar, Kelambakkam, Kanchipuram, Tamil Nadu 603103, India",12.7889202,80.22155269999999,4.8,3093,ChIJBW1T8o1QUjoRcQfAjw1CFNU,https://www.google.com/maps/place/?q=place_id:ChIJBW1T8o1QUjoRcQfAjw1CFNU,Chennai Old Mahabalipuram Road KarapakkamNaturals Salon
267,LOC_6,Chennai,Old Mahabalipuram Road,Old Mahabalipuram Road Karapakkam,Naturals Unisex Salon Sholinganallur,"2A, Elcot Ave, Sholinganallur, Chennai, Tamil Nadu 600119, India",12.8969427,80.2269788,4.4,2291,ChIJPeVfv4dbUjoRuuquO98y1PQ,https://www.google.com/maps/place/?q=place_id:ChIJPeVfv4dbUjoRuuquO98y1PQ,Chennai Old Mahabalipuram Road KarapakkamNaturals Unisex Salon Sholinganallur
268,LOC_7,Chennai,Old Mahabalipuram Road,Old Mahabalipuram Road Karapakkam,Naturals Unisex Salon ECR Link Road,"Plot No. C, Kothari Avenue, Kalaignar Karunanidhi Salai, KTK Town, Sholinganallur, Chennai, Tamil Nadu 600119, India",12.8994235,80.2356697,4.7,1200,ChIJCbLW5wxdUjoRSkTBDc9Qtsw,https://www.google.com/maps/place/?q=place_id:ChIJCbLW5wxdUjoRSkTBDc9Qtsw,Chennai Old Mahabalipuram Road KarapakkamNaturals Unisex Salon ECR Link Road
269,LOC_8,Chennai,Old Mahabalipuram Road,Old Mahabalipuram Road Karapakkam,Naturals Salon & Spa Siruseri,"Opposite Hiranandani Apts 149/8, Ambedkar street, Egatoor, Siruseri, Chennai, Tamil Nadu 603103, India",12.8333976,80.22861619999999,4.6,1807,ChIJlwqu3R9bUjoRFpJx3T3Bho8,https://www.google.com/maps/place/?q=place_id:ChIJlwqu3R9bUjoRFpJx3T3Bho8,Chennai Old Mahabalipuram Road KarapakkamNaturals Salon & Spa Siruseri
270,LOC_9,Chennai,Old Mahabalipuram Road,Old Mahabalipuram Road Karapakkam,Naturals Salon,"1st Flr, Jeeva Cplx, No 581/A, 200 Feet Radial Rd, near 200 Feet Radial Road, Vinayaganagar, MCN Nagar Extension, Thoraipakkam, Chennai, Tamil Nadu 600096, India",12.9497189,80.23456350000001,4.0,961,ChIJN7i-LAddUjoRFhuyFqdLBNQ,https://www.google.com/maps/place/?q=place_id:ChIJN7i-LAddUjoRFhuyFqdLBNQ,Chennai Old Mahabalipuram Road KarapakkamNaturals Salon
275,LOC_4,Chennai,Pallikaranai,Pallikaranai,Naturals Salon,"38, Velachery Bypass Rd, above Dindukkal, Vijaya Nagar, Velachery, Thalapakati, Chennai, Tamil Nadu 600042, India",12.9774436,80.2192512,4.8,2036,ChIJq7BiIZBdUjoRkjOu4SwVNa0,https://www.google.com/maps/place/?q=place_id:ChIJq7BiIZBdUjoRkjOu4SwVNa0,Chennai PallikaranaiNaturals Salon
277,LOC_6,Chennai,Pallikaranai,Pallikaranai,Naturals Salon & Spa Velachery,"Sri Balaji Complex, 52, Velachery Rd, Dhadeswaram Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9824907,80.2216705,4.5,1993,ChIJH0FMN5ddUjoRJOS0dFBFnns,https://www.google.com/maps/place/?q=place_id:ChIJH0FMN5ddUjoRJOS0dFBFnns,Chennai PallikaranaiNaturals Salon & Spa Velachery
