,Location ID,City,City Area,Area,Name,Address,Latitude,Longitude,Rating,Total Reviews,Place ID,Google Maps URL,full_location
0,LOC_1,Chennai,Kovilambakkam,Kovilambakkam,Green Trends Unisex Hair And Style Salon,"4, 50, 200 Feet Radial Rd, S. Kolathur, S.Kolathur, Viduthalai Nagar, Kovilambakkam, Chennai, Tamil Nadu 600129, India",12.9482325,80.1994855,4.7,2911,ChIJ8woN_s1dUjoRJoZsZgWYWmQ,https://www.google.com/maps/place/?q=place_id:ChIJ8woN_s1dUjoRJoZsZgWYWmQ,Chennai KovilambakkamGreen Trends Unisex Hair And Style Salon
